id,tanggal,lokasi_dominan
94,28/05/19,Jakarta Selatan
95,28/05/19,Jakarta Selatan
96,28/05/19,Kota Bogor
97,28/05/19,Kota Bogor
98,28/05/19,Jakarta Timur
99,28/05/19,Kabupaten Bekasi
100,28/05/19,Jakarta Timur
1,29/05/19,Kota Padang
2,29/05/19,Jakarta Timur
3,29/05/19,Kabupaten Bekasi
4,29/05/19,Kota Tangerang
5,29/05/19,Jakarta Barat
6,29/05/19,Kabupaten Wonogiri
7,29/05/19,Kota Depok
8,29/05/19,Kota Tangerang Selatan
9,29/05/19,Kota Padang
10,29/05/19,Kabupaten Bantul
11,29/05/19,Kota Bekasi
12,29/05/19,Kabupaten Sleman
13,29/05/19,Kabupaten Tasikmalaya
14,29/05/19,Jakarta Barat
15,29/05/19,Jakarta Selatan
16,29/05/19,Kota Bekasi
17,29/05/19,Kota Medan
18,29/05/19,Jakarta Barat
19,29/05/19,Kota Bandar Lampung
20,29/05/19,Kabupaten Bogor
21,29/05/19,Kota Bandung
22,29/05/19,Kota Bandar Lampung
23,29/05/19,Kabupaten Wonogiri
24,29/05/19,Kota Bogor
25,29/05/19,Kota Bogor
26,29/05/19,Kabupaten Sleman
27,29/05/19,Kota Bekasi
28,29/05/19,Kota Tangerang
29,29/05/19,Jakarta Pusat
30,29/05/19,Kota Depok
31,29/05/19,Jakarta Timur
32,29/05/19,Kota Bandung
33,29/05/19,Kota Bogor
34,29/05/19,Kota Bogor
35,29/05/19,Kota Tangerang Selatan
36,29/05/19,Jakarta Selatan
37,29/05/19,Kota Depok
38,29/05/19,Kabupaten Bekasi
39,29/05/19,Jakarta Pusat
40,29/05/19,Kabupaten Bogor
41,29/05/19,Kabupaten Bekasi
42,29/05/19,Jakarta Pusat
43,29/05/19,Kota Depok
44,29/05/19,Kabupaten Tangerang
45,29/05/19,Kota Tangerang
46,29/05/19,Kota Bekasi
47,29/05/19,Jakarta Utara
48,29/05/19,Kabupaten Bekasi
49,29/05/19,Kota Tangerang
50,29/05/19,Kota Bogor
51,29/05/19,Kota Manado
52,29/05/19,Kota Bogor
53,29/05/19,Jakarta Timur
54,29/05/19,Jakarta Timur
55,29/05/19,Kota Tangerang
56,29/05/19,Kota Tangerang
57,29/05/19,Kabupaten Bekasi
58,29/05/19,Kota Bekasi
59,29/05/19,Kota Tangerang Selatan
60,29/05/19,Jakarta Timur
61,29/05/19,Kota Tangerang
62,29/05/19,Jakarta Barat
63,29/05/19,Kota Tangerang
64,29/05/19,Jakarta Timur
65,29/05/19,Kota Yogyakarta
66,29/05/19,Kota Bogor
67,29/05/19,Jakarta Utara
68,29/05/19,Jakarta Timur
69,29/05/19,Kota Bekasi
70,29/05/19,Jakarta Barat
71,29/05/19,Jakarta Utara
72,29/05/19,Kota Depok
73,29/05/19,Jakarta Selatan
74,29/05/19,Kota Bogor
75,29/05/19,Kota Tangerang
76,29/05/19,Kota Tangerang Selatan
77,29/05/19,Kabupaten Bogor
78,29/05/19,Kota Depok
79,29/05/19,Kota Depok
80,29/05/19,Jakarta Selatan
81,29/05/19,Kabupaten Bekasi
82,29/05/19,Kota Bekasi
83,29/05/19,Kota Tangerang
84,29/05/19,Kota Bogor
85,29/05/19,Kabupaten Bogor
86,29/05/19,Kota Tangerang
87,29/05/19,Kota Depok
88,29/05/19,Kota Padang
89,29/05/19,Jakarta Barat
90,29/05/19,Kota Depok
91,29/05/19,Kabupaten Bantul
92,29/05/19,Kabupaten Wonogiri
93,29/05/19,Jakarta Timur
94,29/05/19,Kota Bogor
95,29/05/19,Jakarta Selatan
96,29/05/19,Kabupaten Bogor
97,29/05/19,Kota Depok
98,29/05/19,Kota Yogyakarta
99,29/05/19,Kota Depok
100,29/05/19,Jakarta Timur
1,30/05/19,Kota Padang
2,30/05/19,Kota Manado
3,30/05/19,Jakarta Timur
4,30/05/19,Kota Tangerang Selatan
5,30/05/19,Kota Bandung
6,30/05/19,Kabupaten Wonogiri
7,30/05/19,Jakarta Barat
8,30/05/19,Kabupaten Tangerang
9,30/05/19,Kota Padang
10,30/05/19,Kota Yogyakarta
11,30/05/19,Kota Bekasi
12,30/05/19,Kabupaten Bantul
13,30/05/19,Kabupaten Tasikmalaya
14,30/05/19,Kabupaten Tangerang
15,30/05/19,Jakarta Pusat
16,30/05/19,Kota Depok
17,30/05/19,Kota Medan
18,30/05/19,Kota Semarang
19,30/05/19,Kota Medan
20,30/05/19,Kabupaten Lampung Selatan
21,30/05/19,Kota Bandung
22,30/05/19,Kota Bandar Lampung
23,30/05/19,Kabupaten Wonogiri
24,30/05/19,Kabupaten Tasikmalaya
25,30/05/19,Kota Bogor
26,30/05/19,Kabupaten Sleman
27,30/05/19,Kota Bekasi
28,30/05/19,Jakarta Selatan
29,30/05/19,Jakarta Pusat
30,30/05/19,Kota Depok
31,30/05/19,Jakarta Timur
32,30/05/19,Kota Bandung
33,30/05/19,Kabupaten Sleman
34,30/05/19,Kota Bekasi
35,30/05/19,Kota Tangerang
36,30/05/19,Kota Medan
37,30/05/19,Kota Depok
38,30/05/19,Jakarta Selatan
39,30/05/19,Jakarta Pusat
40,30/05/19,Kota Medan
41,30/05/19,Kota Tangerang Selatan
42,30/05/19,Jakarta Pusat
43,30/05/19,Jakarta Timur
44,30/05/19,Kabupaten Tangerang
45,30/05/19,Kabupaten Tangerang
46,30/05/19,Kota Bekasi
47,30/05/19,Kota Bekasi
48,30/05/19,Kota Tangerang Selatan
49,30/05/19,Kota Tangerang
50,30/05/19,Kota Bekasi
51,30/05/19,Kota Manado
52,30/05/19,Kota Bogor
53,30/05/19,Kabupaten Wonogiri
54,30/05/19,Jakarta Timur
55,30/05/19,Jakarta Pusat
56,30/05/19,Kabupaten Bogor
57,30/05/19,Kabupaten Tangerang
58,30/05/19,Kota Bekasi
59,30/05/19,Kota Depok
60,30/05/19,Kota Padang
61,30/05/19,Jakarta Pusat
62,30/05/19,Jakarta Barat
63,30/05/19,Jakarta Barat
64,30/05/19,Jakarta Selatan
65,30/05/19,Kota Yogyakarta
66,30/05/19,Kota Tangerang Selatan
67,30/05/19,Jakarta Utara
68,30/05/19,Kota Tangerang
69,30/05/19,Kota Yogyakarta
70,30/05/19,Kabupaten Bogor
71,30/05/19,Jakarta Timur
72,30/05/19,Kabupaten Tangerang
73,30/05/19,Jakarta Selatan
74,30/05/19,Kabupaten Tangerang
75,30/05/19,Kota Tangerang Selatan
76,30/05/19,Jakarta Timur
77,30/05/19,Kota Tangerang Selatan
78,30/05/19,Jakarta Pusat
79,30/05/19,Kota Bekasi
80,30/05/19,Kota Bogor
81,30/05/19,Kota Yogyakarta
82,30/05/19,Jakarta Barat
83,30/05/19,Kota Depok
84,30/05/19,Jakarta Timur
85,30/05/19,Kabupaten Bekasi
86,30/05/19,Jakarta Barat
87,30/05/19,Kota Depok
88,30/05/19,Kota Padang
89,30/05/19,Jakarta Barat
90,30/05/19,Kota Depok
91,30/05/19,Kabupaten Bantul
92,30/05/19,Kabupaten Wonogiri
93,30/05/19,Kota Depok
94,30/05/19,Jakarta Barat
95,30/05/19,Jakarta Selatan
96,30/05/19,Kota Yogyakarta
97,30/05/19,Kota Bogor
98,30/05/19,Kota Yogyakarta
99,30/05/19,Kabupaten Wonogiri
100,30/05/19,Kabupaten Sleman
1,31/05/19,Kota Padang
2,31/05/19,Kota Manado
3,31/05/19,Jakarta Timur
4,31/05/19,Kota Bandar Lampung
5,31/05/19,Kota Yogyakarta
6,31/05/19,Kabupaten Sleman
7,31/05/19,Kota Medan
8,31/05/19,Kabupaten Tangerang
9,31/05/19,Kota Padang
10,31/05/19,Kota Yogyakarta
11,31/05/19,Kota Bogor
12,31/05/19,Kabupaten Sleman
13,31/05/19,Kabupaten Tasikmalaya
14,31/05/19,Kabupaten Lampung Selatan
15,31/05/19,Kota Bandung
16,31/05/19,Kota Bekasi
17,31/05/19,Kota Medan
18,31/05/19,Kota Semarang
19,31/05/19,Kota Bogor
20,31/05/19,Kabupaten Lampung Selatan
21,31/05/19,Kota Bandung
22,31/05/19,Kota Bandar Lampung
23,31/05/19,Kabupaten Wonogiri
24,31/05/19,Kabupaten Tasikmalaya
25,31/05/19,Kabupaten Tangerang
26,31/05/19,Kabupaten Sleman
27,31/05/19,Kota Tangerang
28,31/05/19,Jakarta Selatan
29,31/05/19,Kota Tangerang
30,31/05/19,Kota Depok
31,31/05/19,Kota Bekasi
32,31/05/19,Kota Bandung
33,31/05/19,Kabupaten Sleman
34,31/05/19,Kota Bekasi
35,31/05/19,Kabupaten Bogor
36,31/05/19,Kota Medan
37,31/05/19,Kabupaten Tasikmalaya
38,31/05/19,Jakarta Selatan
39,31/05/19,Kota Semarang
40,31/05/19,Kota Medan
41,31/05/19,Jakarta Timur
42,31/05/19,Kota Surabaya
43,31/05/19,Kabupaten Bekasi
44,31/05/19,Kabupaten Sleman
45,31/05/19,Jakarta Timur
46,31/05/19,Kota Bekasi
47,31/05/19,Kabupaten Lampung Selatan
48,31/05/19,Kabupaten Bantul
49,31/05/19,Kota Surabaya
50,31/05/19,Kabupaten Tangerang
51,31/05/19,Kota Manado
52,31/05/19,Kabupaten Bantul
53,31/05/19,Kabupaten Wonogiri
54,31/05/19,Kabupaten Lampung Selatan
55,31/05/19,Jakarta Pusat
56,31/05/19,Kabupaten Sleman
57,31/05/19,Jakarta Utara
58,31/05/19,Jakarta Utara
59,31/05/19,Kota Surabaya
60,31/05/19,Kota Padang
61,31/05/19,Kota Depok
62,31/05/19,Kabupaten Wonogiri
63,31/05/19,Kabupaten Bogor
64,31/05/19,Kota Surabaya
65,31/05/19,Kota Yogyakarta
66,31/05/19,Kota Bandar Lampung
67,31/05/19,Jakarta Utara
68,31/05/19,Jakarta Utara
69,31/05/19,Kota Yogyakarta
70,31/05/19,Kota Surabaya
71,31/05/19,Kabupaten Bantul
72,31/05/19,Kota Semarang
73,31/05/19,Jakarta Selatan
74,31/05/19,Kabupaten Bekasi
75,31/05/19,Kota Tangerang Selatan
76,31/05/19,Kabupaten Bogor
77,31/05/19,Kabupaten Bekasi
78,31/05/19,Jakarta Timur
79,31/05/19,Kabupaten Bantul
80,31/05/19,Jakarta Barat
81,31/05/19,Kota Yogyakarta
82,31/05/19,Kabupaten Wonogiri
83,31/05/19,Kabupaten Lampung Selatan
84,31/05/19,Jakarta Timur
85,31/05/19,Jakarta Barat
86,31/05/19,Kota Bekasi
87,31/05/19,Kota Medan
88,31/05/19,Kota Padang
89,31/05/19,Jakarta Barat
90,31/05/19,Kota Depok
91,31/05/19,Kabupaten Bantul
92,31/05/19,Kabupaten Wonogiri
93,31/05/19,Jakarta Timur
94,31/05/19,Jakarta Barat
95,31/05/19,Jakarta Selatan
96,31/05/19,Kota Yogyakarta
97,31/05/19,Jakarta Selatan
98,31/05/19,Kota Yogyakarta
99,31/05/19,Kabupaten Wonogiri
100,31/05/19,Kabupaten Sleman
1,01/06/19,Kota Padang
2,01/06/19,Kota Manado
3,01/06/19,Kota Depok
4,01/06/19,Kota Bandar Lampung
5,01/06/19,Kota Yogyakarta
6,01/06/19,Kabupaten Sleman
7,01/06/19,Kota Medan
8,01/06/19,Kota Manado
9,01/06/19,Kota Padang
10,01/06/19,Kota Yogyakarta
11,01/06/19,Kabupaten Sleman
12,01/06/19,Kabupaten Bantul
13,01/06/19,Kabupaten Tasikmalaya
14,01/06/19,Kabupaten Lampung Selatan
15,01/06/19,Kota Bandung
16,01/06/19,Kota Bekasi
17,01/06/19,Kota Medan
18,01/06/19,Kota Semarang
19,01/06/19,Kota Yogyakarta
20,01/06/19,Kabupaten Lampung Selatan
21,01/06/19,Kota Bandung
22,01/06/19,Kota Bandar Lampung
23,01/06/19,Kabupaten Wonogiri
24,01/06/19,Kabupaten Tasikmalaya
25,01/06/19,Kota Yogyakarta
26,01/06/19,Kabupaten Sleman
27,01/06/19,Kota Padang
28,01/06/19,Jakarta Selatan
29,01/06/19,Jakarta Pusat
30,01/06/19,Kota Yogyakarta
31,01/06/19,Kota Depok
32,01/06/19,Kota Bandung
33,01/06/19,Kabupaten Sleman
34,01/06/19,Kota Bandar Lampung
35,01/06/19,Kabupaten Sleman
36,01/06/19,Kota Medan
37,01/06/19,Kabupaten Tasikmalaya
38,01/06/19,Kota Tangerang Selatan
39,01/06/19,Kota Semarang
40,01/06/19,Kota Medan
41,01/06/19,Jakarta Timur
42,01/06/19,Kota Surabaya
43,01/06/19,Kabupaten Lampung Selatan
44,01/06/19,Kabupaten Sleman
45,01/06/19,Kabupaten Bantul
46,01/06/19,Jakarta Utara
47,01/06/19,Kabupaten Lampung Selatan
48,01/06/19,Kabupaten Bantul
49,01/06/19,Kota Surabaya
50,01/06/19,Kota Depok
51,01/06/19,Kota Manado
52,01/06/19,Kabupaten Bantul
53,01/06/19,Kabupaten Wonogiri
54,01/06/19,Kabupaten Lampung Selatan
55,01/06/19,Jakarta Selatan
56,01/06/19,Kabupaten Sleman
57,01/06/19,Kabupaten Tangerang
58,01/06/19,Kota Depok
59,01/06/19,Kota Surabaya
60,01/06/19,Kota Padang
61,01/06/19,Jakarta Utara
62,01/06/19,Kabupaten Wonogiri
63,01/06/19,Kota Medan
64,01/06/19,Kota Surabaya
65,01/06/19,Kota Yogyakarta
66,01/06/19,Kota Bandar Lampung
67,01/06/19,Jakarta Pusat
68,01/06/19,Kota Bandar Lampung
69,01/06/19,Kota Yogyakarta
70,01/06/19,Kota Surabaya
71,01/06/19,Kabupaten Bantul
72,01/06/19,Kota Semarang
73,01/06/19,Jakarta Selatan
74,01/06/19,Kota Tangerang Selatan
75,01/06/19,Kota Tangerang Selatan
76,01/06/19,Kota Tangerang Selatan
77,01/06/19,Jakarta Selatan
78,01/06/19,Jakarta Pusat
79,01/06/19,Kota Yogyakarta
80,01/06/19,Jakarta Selatan
81,01/06/19,Kota Yogyakarta
82,01/06/19,Kabupaten Wonogiri
83,01/06/19,Kabupaten Lampung Selatan
84,01/06/19,Kota Padang
85,01/06/19,Kabupaten Sleman
86,01/06/19,Jakarta Pusat
87,01/06/19,Kota Medan
88,01/06/19,Kota Padang
89,01/06/19,Kota Bogor
90,01/06/19,Kota Tangerang Selatan
91,01/06/19,Kabupaten Bantul
92,01/06/19,Kabupaten Wonogiri
93,01/06/19,Kota Padang
94,01/06/19,Jakarta Barat
95,01/06/19,Jakarta Selatan
96,01/06/19,Kota Yogyakarta
97,01/06/19,Jakarta Barat
98,01/06/19,Kota Yogyakarta
99,01/06/19,Kabupaten Wonogiri
100,01/06/19,Kabupaten Sleman
1,02/06/19,Kota Padang
2,02/06/19,Kota Manado
3,02/06/19,Kota Depok
4,02/06/19,Kota Bandar Lampung
5,02/06/19,Kota Yogyakarta
6,02/06/19,Kabupaten Sleman
7,02/06/19,Kota Medan
8,02/06/19,Kota Semarang
9,02/06/19,Kota Padang
10,02/06/19,Kota Yogyakarta
11,02/06/19,Kabupaten Sleman
12,02/06/19,Kabupaten Bantul
13,02/06/19,Kabupaten Tasikmalaya
14,02/06/19,Kabupaten Lampung Selatan
15,02/06/19,Kota Bandung
16,02/06/19,Kota Tangerang
17,02/06/19,Kota Medan
18,02/06/19,Kabupaten Kebumen
19,02/06/19,Kota Bandar Lampung
20,02/06/19,Kabupaten Lampung Selatan
21,02/06/19,Kota Bandung
22,02/06/19,Kota Bandar Lampung
23,02/06/19,Kabupaten Wonogiri
24,02/06/19,Kabupaten Tasikmalaya
25,02/06/19,Kota Yogyakarta
26,02/06/19,Kabupaten Sleman
27,02/06/19,Kota Padang
28,02/06/19,Jakarta Selatan
29,02/06/19,Kabupaten Sleman
30,02/06/19,Kota Yogyakarta
31,02/06/19,Kota Manado
32,02/06/19,Kota Bandung
33,02/06/19,Kabupaten Sleman
34,02/06/19,Kota Bandar Lampung
35,02/06/19,Kabupaten Sleman
36,02/06/19,Kota Medan
37,02/06/19,Kabupaten Tasikmalaya
38,02/06/19,Kota Depok
39,02/06/19,Kota Semarang
40,02/06/19,Kota Medan
41,02/06/19,Kota Surabaya
42,02/06/19,Kota Surabaya
43,02/06/19,Kabupaten Lampung Selatan
44,02/06/19,Kabupaten Sleman
45,02/06/19,Kabupaten Bantul
46,02/06/19,Jakarta Pusat
47,02/06/19,Kabupaten Lampung Selatan
48,02/06/19,Kabupaten Bantul
49,02/06/19,Kota Surabaya
50,02/06/19,Jakarta Selatan
51,02/06/19,Kota Manado
52,02/06/19,Kabupaten Bantul
53,02/06/19,Kabupaten Wonogiri
54,02/06/19,Kabupaten Lampung Selatan
55,02/06/19,Jakarta Utara
56,02/06/19,Kabupaten Sleman
57,02/06/19,Kabupaten Sleman
58,02/06/19,Kota Medan
59,02/06/19,Kota Surabaya
60,02/06/19,Kota Padang
61,02/06/19,Jakarta Barat
62,02/06/19,Kabupaten Wonogiri
63,02/06/19,Kota Medan
64,02/06/19,Kota Surabaya
65,02/06/19,Kota Yogyakarta
66,02/06/19,Kota Bandar Lampung
67,02/06/19,Jakarta Selatan
68,02/06/19,Kota Bandar Lampung
69,02/06/19,Kota Yogyakarta
70,02/06/19,Kota Surabaya
71,02/06/19,Kabupaten Bantul
72,02/06/19,Kota Semarang
73,02/06/19,Kabupaten Sleman
74,02/06/19,Kabupaten Bekasi
75,02/06/19,Kota Tangerang Selatan
76,02/06/19,Jakarta Timur
77,02/06/19,Kabupaten Bogor
78,02/06/19,Kota Depok
79,02/06/19,Kota Yogyakarta
80,02/06/19,Kabupaten Tangerang
81,02/06/19,Kota Yogyakarta
82,02/06/19,Kabupaten Wonogiri
83,02/06/19,Kabupaten Lampung Selatan
84,02/06/19,Kota Padang
85,02/06/19,Kabupaten Sleman
86,02/06/19,Kota Depok
87,02/06/19,Kota Medan
88,02/06/19,Kota Padang
89,02/06/19,Kota Bogor
90,02/06/19,Kota Semarang
91,02/06/19,Kabupaten Bantul
92,02/06/19,Kabupaten Wonogiri
93,02/06/19,Kota Padang
94,02/06/19,Kota Medan
95,02/06/19,Kota Bandung
96,02/06/19,Kota Yogyakarta
97,02/06/19,Kota Bandar Lampung
98,02/06/19,Kota Yogyakarta
99,02/06/19,Kabupaten Wonogiri
100,02/06/19,Kabupaten Sleman
1,03/06/19,Kota Padang
2,03/06/19,Kota Manado
3,03/06/19,Kota Padang
4,03/06/19,Kabupaten Lampung Selatan
5,03/06/19,Kota Yogyakarta
6,03/06/19,Kabupaten Sleman
7,03/06/19,Kota Medan
8,03/06/19,Kota Semarang
9,03/06/19,Kota Padang
10,03/06/19,Kota Yogyakarta
11,03/06/19,Kabupaten Sleman
12,03/06/19,Kabupaten Bantul
13,03/06/19,Kabupaten Tasikmalaya
14,03/06/19,Kabupaten Lampung Selatan
15,03/06/19,Kota Bandung
16,03/06/19,Jakarta Pusat
17,03/06/19,Kota Medan
18,03/06/19,Kota Semarang
19,03/06/19,Kota Bandar Lampung
20,03/06/19,Kabupaten Lampung Selatan
21,03/06/19,Kota Bandung
22,03/06/19,Kota Bandar Lampung
23,03/06/19,Kabupaten Wonogiri
24,03/06/19,Kabupaten Tasikmalaya
25,03/06/19,Kota Yogyakarta
26,03/06/19,Kabupaten Sleman
27,03/06/19,Kota Padang
28,03/06/19,Kabupaten Kebumen
29,03/06/19,Kabupaten Sleman
30,03/06/19,Kota Yogyakarta
31,03/06/19,Kota Manado
32,03/06/19,Kota Bandung
33,03/06/19,Kabupaten Sleman
34,03/06/19,Kota Bandar Lampung
35,03/06/19,Kabupaten Sleman
36,03/06/19,Kota Medan
37,03/06/19,Kabupaten Tasikmalaya
38,03/06/19,Kabupaten Sleman
39,03/06/19,Kota Semarang
40,03/06/19,Kota Medan
41,03/06/19,Kota Surabaya
42,03/06/19,Kota Surabaya
43,03/06/19,Kabupaten Lampung Selatan
44,03/06/19,Kabupaten Sleman
45,03/06/19,Kabupaten Bantul
46,03/06/19,Kabupaten Sleman
47,03/06/19,Kabupaten Lampung Selatan
48,03/06/19,Kabupaten Bantul
49,03/06/19,Kota Surabaya
50,03/06/19,Kota Banda Aceh
51,03/06/19,Kota Manado
52,03/06/19,Kabupaten Bantul
53,03/06/19,Kabupaten Wonogiri
54,03/06/19,Kabupaten Lampung Selatan
55,03/06/19,Kota Bandung
56,03/06/19,Kabupaten Sleman
57,03/06/19,Kabupaten Sleman
58,03/06/19,Kota Medan
59,03/06/19,Kota Surabaya
60,03/06/19,Kota Padang
61,03/06/19,Kota Medan
62,03/06/19,Kabupaten Wonogiri
63,03/06/19,Kota Medan
64,03/06/19,Kota Surabaya
65,03/06/19,Kota Yogyakarta
66,03/06/19,Kota Bandar Lampung
67,03/06/19,Kota Banda Aceh
68,03/06/19,Kota Bandar Lampung
69,03/06/19,Kota Yogyakarta
70,03/06/19,Kota Surabaya
71,03/06/19,Kabupaten Bantul
72,03/06/19,Kota Semarang
73,03/06/19,Kabupaten Sleman
74,03/06/19,Kabupaten Bekasi
75,03/06/19,Kota Tangerang Selatan
76,03/06/19,Kabupaten Bogor
77,03/06/19,Kota Tangerang Selatan
78,03/06/19,Jakarta Pusat
79,03/06/19,Kota Yogyakarta
80,03/06/19,Kabupaten Lampung Selatan
81,03/06/19,Kota Yogyakarta
82,03/06/19,Kabupaten Wonogiri
83,03/06/19,Kabupaten Lampung Selatan
84,03/06/19,Kota Padang
85,03/06/19,Kabupaten Sleman
86,03/06/19,Kota Bandung
87,03/06/19,Kota Medan
88,03/06/19,Kota Padang
89,03/06/19,Kota Bogor
90,03/06/19,Kota Semarang
91,03/06/19,Kabupaten Bantul
92,03/06/19,Kabupaten Wonogiri
93,03/06/19,Kota Padang
94,03/06/19,Kota Medan
95,03/06/19,Kota Bandung
96,03/06/19,Kota Yogyakarta
97,03/06/19,Kota Bandar Lampung
98,03/06/19,Kota Yogyakarta
99,03/06/19,Kabupaten Wonogiri
100,03/06/19,Kabupaten Sleman
1,04/06/19,Kota Padang
2,04/06/19,Kota Manado
3,04/06/19,Kota Padang
4,04/06/19,Kota Bandar Lampung
5,04/06/19,Kota Yogyakarta
6,04/06/19,Kabupaten Sleman
7,04/06/19,Kota Medan
8,04/06/19,Kota Semarang
9,04/06/19,Kota Padang
10,04/06/19,Kota Yogyakarta
11,04/06/19,Kabupaten Sleman
12,04/06/19,Kabupaten Bantul
13,04/06/19,Kabupaten Tasikmalaya
14,04/06/19,Kabupaten Lampung Selatan
15,04/06/19,Kota Bandung
16,04/06/19,Kota Bekasi
17,04/06/19,Kota Medan
18,04/06/19,Kota Semarang
19,04/06/19,Kota Yogyakarta
20,04/06/19,Kabupaten Lampung Selatan
21,04/06/19,Kota Bandung
22,04/06/19,Kota Bandar Lampung
23,04/06/19,Kabupaten Wonogiri
24,04/06/19,Kabupaten Tasikmalaya
25,04/06/19,Kota Yogyakarta
26,04/06/19,Kabupaten Sleman
27,04/06/19,Kota Padang
28,04/06/19,Kabupaten Kebumen
29,04/06/19,Kabupaten Sleman
30,04/06/19,Kota Yogyakarta
31,04/06/19,Kota Manado
32,04/06/19,Kota Bandung
33,04/06/19,Kabupaten Sleman
34,04/06/19,Kota Bandar Lampung
35,04/06/19,Kabupaten Sleman
36,04/06/19,Kota Medan
37,04/06/19,Kabupaten Tasikmalaya
38,04/06/19,Kabupaten Sleman
39,04/06/19,Kota Semarang
40,04/06/19,Kota Medan
41,04/06/19,Kota Surabaya
42,04/06/19,Kota Surabaya
43,04/06/19,Kabupaten Lampung Selatan
44,04/06/19,Kabupaten Sleman
45,04/06/19,Kabupaten Bantul
46,04/06/19,Kabupaten Sleman
47,04/06/19,Kabupaten Lampung Selatan
48,04/06/19,Kabupaten Bantul
49,04/06/19,Kota Surabaya
50,04/06/19,Kota Banda Aceh
51,04/06/19,Kota Manado
52,04/06/19,Kabupaten Bantul
53,04/06/19,Kabupaten Tangerang
54,04/06/19,Kabupaten Lampung Selatan
55,04/06/19,Kota Bandung
56,04/06/19,Kabupaten Sleman
57,04/06/19,Kabupaten Sleman
58,04/06/19,Kota Medan
59,04/06/19,Kota Surabaya
60,04/06/19,Kota Padang
61,04/06/19,Kota Medan
62,04/06/19,Kabupaten Wonogiri
63,04/06/19,Kota Medan
64,04/06/19,Kota Surabaya
65,04/06/19,Kota Yogyakarta
66,04/06/19,Kota Bandar Lampung
67,04/06/19,Kota Banda Aceh
68,04/06/19,Kota Bandar Lampung
69,04/06/19,Kota Yogyakarta
70,04/06/19,Kota Surabaya
71,04/06/19,Kabupaten Bantul
72,04/06/19,Kota Semarang
73,04/06/19,Kabupaten Sleman
74,04/06/19,Kabupaten Bekasi
75,04/06/19,Kota Tangerang Selatan
76,04/06/19,Kota Tangerang Selatan
77,04/06/19,Kabupaten Bekasi
78,04/06/19,Jakarta Timur
79,04/06/19,Kota Yogyakarta
80,04/06/19,Kabupaten Lampung Selatan
81,04/06/19,Kota Yogyakarta
82,04/06/19,Kabupaten Wonogiri
83,04/06/19,Kabupaten Lampung Selatan
84,04/06/19,Kota Padang
85,04/06/19,Kabupaten Sleman
86,04/06/19,Jakarta Barat
87,04/06/19,Kota Medan
88,04/06/19,Kota Padang
89,04/06/19,Kota Bogor
90,04/06/19,Kota Semarang
91,04/06/19,Kabupaten Bantul
92,04/06/19,Kabupaten Wonogiri
93,04/06/19,Kota Padang
94,04/06/19,Kota Medan
95,04/06/19,Kota Bandung
96,04/06/19,Kota Yogyakarta
97,04/06/19,Kota Bandar Lampung
98,04/06/19,Kota Yogyakarta
99,04/06/19,Kabupaten Wonogiri
100,04/06/19,Kabupaten Sleman
1,05/06/19,Kota Padang
2,05/06/19,Kota Manado
3,05/06/19,Kota Padang
4,05/06/19,Kota Bandar Lampung
5,05/06/19,Kota Yogyakarta
6,05/06/19,Kabupaten Sleman
7,05/06/19,Kota Medan
8,05/06/19,Kota Semarang
9,05/06/19,Kota Padang
10,05/06/19,Kota Yogyakarta
11,05/06/19,Kabupaten Sleman
12,05/06/19,Kabupaten Bantul
13,05/06/19,Kabupaten Tasikmalaya
14,05/06/19,Kabupaten Lampung Selatan
15,05/06/19,Kota Bandung
16,05/06/19,Kota Bekasi
17,05/06/19,Kota Medan
18,05/06/19,Kota Semarang
19,05/06/19,Kota Yogyakarta
20,05/06/19,Kabupaten Lampung Selatan
21,05/06/19,Kota Bandung
22,05/06/19,Kota Bandar Lampung
23,05/06/19,Kabupaten Wonogiri
24,05/06/19,Kabupaten Tasikmalaya
25,05/06/19,Kota Yogyakarta
26,05/06/19,Kabupaten Sleman
27,05/06/19,Kota Padang
28,05/06/19,Kabupaten Kebumen
29,05/06/19,Kabupaten Sleman
30,05/06/19,Kota Yogyakarta
31,05/06/19,Kota Manado
32,05/06/19,Kota Bandung
33,05/06/19,Kabupaten Sleman
34,05/06/19,Kota Bandar Lampung
35,05/06/19,Kabupaten Sleman
36,05/06/19,Kota Medan
37,05/06/19,Kabupaten Tasikmalaya
38,05/06/19,Kabupaten Sleman
39,05/06/19,Kota Semarang
40,05/06/19,Kota Medan
41,05/06/19,Kota Surabaya
42,05/06/19,Kota Surabaya
43,05/06/19,Kabupaten Lampung Selatan
44,05/06/19,Kabupaten Sleman
45,05/06/19,Kabupaten Bantul
46,05/06/19,Kabupaten Sleman
47,05/06/19,Kabupaten Lampung Selatan
48,05/06/19,Kabupaten Bantul
49,05/06/19,Kota Surabaya
50,05/06/19,Kota Banda Aceh
51,05/06/19,Kota Manado
52,05/06/19,Kabupaten Bantul
53,05/06/19,Kabupaten Tangerang
54,05/06/19,Kabupaten Lampung Selatan
55,05/06/19,Kota Bandung
56,05/06/19,Kabupaten Sleman
57,05/06/19,Kabupaten Sleman
58,05/06/19,Kota Medan
59,05/06/19,Kota Surabaya
60,05/06/19,Kota Padang
61,05/06/19,Kota Medan
62,05/06/19,Kabupaten Wonogiri
63,05/06/19,Kota Medan
64,05/06/19,Kota Surabaya
65,05/06/19,Kota Yogyakarta
